timestamp_idx,edge_idx,edge_name,src_node,dst_node,capacity,effective_capacity,length,pci,speed_limit,lanes,incident_flag,flow,speed,target_next_flow,target_next_speed
10,6,E6_V4->V5,3,4,2500.0,2468.59,1.5,69.53,50.0,2.0,0,540.62,49.66,626.1,49.16
10,7,E7_V5->V6,4,5,3600.0,3554.77,2.0,74.53,50.0,4.0,0,677.21,48.4,642.91,44.61
10,8,E8_V6->V2,5,1,2400.0,2369.85,2.2,71.53,50.0,2.0,0,755.71,48.73,451.64,49.67
10,9,E9_V6->V7,5,6,2800.0,2764.82,3.0,75.53,50.0,3.0,0,619.2,50.0,579.19,50.0
10,10,E10_V7->V3,6,2,3100.0,3061.05,2.1,79.53,50.0,3.0,0,692.59,48.95,520.91,49.35
11,0,E0_V1->V2,0,1,4000.0,3944.73,3.5,84.48,70.0,4.0,0,463.6,70.0,579.76,68.49
11,1,E1_V1->V4,0,3,3200.0,3155.78,2.8,79.48,60.0,3.0,0,475.47,59.89,644.02,59.34
11,2,E2_V1->V5,0,4,3000.0,2958.55,4.5,74.48,60.0,3.0,0,477.49,60.0,614.56,58.96
11,3,E3_V2->V3,1,2,3500.0,3451.64,4.0,77.48,60.0,4.0,0,552.14,60.0,742.87,59.18
11,4,E4_V2->V5,1,4,2800.0,2761.31,1.8,81.48,50.0,3.0,0,589.69,50.0,727.22,47.49
11,5,E5_V3->V8,2,7,4200.0,4141.96,2.5,89.48,80.0,4.0,0,585.18,79.69,652.63,78.83
11,6,E6_V4->V5,3,4,2500.0,2465.45,1.5,69.48,50.0,2.0,0,626.1,49.16,698.22,46.93
11,7,E7_V5->V6,4,5,3600.0,3550.25,2.0,74.48,50.0,4.0,0,642.91,44.61,627.35,49.29
11,8,E8_V6->V2,5,1,2400.0,2366.84,2.2,71.48,50.0,2.0,0,451.64,49.67,643.9,50.0
11,9,E9_V6->V7,5,6,2800.0,2761.31,3.0,75.48,50.0,3.0,0,579.19,50.0,499.02,50.0
11,10,E10_V7->V3,6,2,3100.0,3057.16,2.1,79.48,50.0,3.0,0,520.91,49.35,539.91,50.0
12,0,E0_V1->V2,0,1,4000.0,3939.71,3.5,84.43,70.0,4.0,0,579.76,68.49,402.54,69.33
12,1,E1_V1->V4,0,3,3200.0,3151.77,2.8,79.43,60.0,3.0,0,644.02,59.34,462.51,58.69
12,2,E2_V1->V5,0,4,3000.0,2954.78,4.5,74.43,60.0,3.0,0,614.56,58.96,635.27,60.0
12,3,E3_V2->V3,1,2,3500.0,3447.24,4.0,77.43,60.0,4.0,0,742.87,59.18,643.13,60.0
12,4,E4_V2->V5,1,4,2800.0,2757.8,1.8,81.43,50.0,3.0,0,727.22,47.49,717.63,50.0
12,5,E5_V3->V8,2,7,4200.0,4136.69,2.5,89.43,80.0,4.0,0,652.63,78.83,512.69,80.0
12,6,E6_V4->V5,3,4,2500.0,2462.32,1.5,69.43,50.0,2.0,0,698.22,46.93,562.3,49.77
12,7,E7_V5->V6,4,5,3600.0,3545.74,2.0,74.43,50.0,4.0,0,627.35,49.29,715.7,50.0
12,8,E8_V6->V2,5,1,2400.0,2363.82,2.2,71.43,50.0,2.0,0,643.9,50.0,740.62,50.0
12,9,E9_V6->V7,5,6,2800.0,2757.8,3.0,75.43,50.0,3.0,0,499.02,50.0,611.32,50.0
12,10,E10_V7->V3,6,2,3100.0,3053.27,2.1,79.43,50.0,3.0,0,539.91,50.0,594.86,50.0
13,0,E0_V1->V2,0,1,4000.0,1967.34,3.5,84.39,70.0,4.0,1,402.54,69.33,500.89,70.0
13,1,E1_V1->V4,0,3,3200.0,3147.75,2.8,79.39,60.0,3.0,0,462.51,58.69,509.82,59.64
13,2,E2_V1->V5,0,4,3000.0,2951.02,4.5,74.39,60.0,3.0,0,635.27,60.0,732.65,60.0
13,3,E3_V2->V3,1,2,3500.0,3442.85,4.0,77.39,60.0,4.0,0,643.13,60.0,516.7,60.0
13,4,E4_V2->V5,1,4,2800.0,2754.28,1.8,81.39,50.0,3.0,0,717.63,50.0,754.39,50.0
13,5,E5_V3->V8,2,7,4200.0,4131.42,2.5,89.39,80.0,4.0,0,512.69,80.0,506.43,80.0
13,6,E6_V4->V5,3,4,2500.0,2459.18,1.5,69.39,50.0,2.0,0,562.3,49.77,607.58,48.03
13,7,E7_V5->V6,4,5,3600.0,3541.22,2.0,74.39,50.0,4.0,0,715.7,50.0,898.1,50.0
13,8,E8_V6->V2,5,1,2400.0,2360.81,2.2,71.39,50.0,2.0,0,740.62,50.0,765.63,49.74
13,9,E9_V6->V7,5,6,2800.0,2754.28,3.0,75.39,50.0,3.0,0,611.32,50.0,782.88,50.0
13,10,E10_V7->V3,6,2,3100.0,3049.38,2.1,79.39,50.0,3.0,0,594.86,50.0,522.35,49.98
14,0,E0_V1->V2,0,1,4000.0,3929.67,3.5,84.34,70.0,4.0,0,500.89,70.0,704.04,68.78
14,1,E1_V1->V4,0,3,3200.0,3143.74,2.8,79.34,60.0,3.0,0,509.82,59.64,630.67,60.0
14,2,E2_V1->V5,0,4,3000.0,2947.25,4.5,74.34,60.0,3.0,0,732.65,60.0,709.53,59.92
14,3,E3_V2->V3,1,2,3500.0,3438.46,4.0,77.34,60.0,4.0,0,516.7,60.0,751.79,59.71
14,4,E4_V2->V5,1,4,2800.0,2750.77,1.8,81.34,50.0,3.0,0,754.39,50.0,819.77,46.64
14,5,E5_V3->V8,2,7,4200.0,4126.16,2.5,89.34,80.0,4.0,0,506.43,80.0,521.48,77.27
14,6,E6_V4->V5,3,4,2500.0,2456.05,1.5,69.34,50.0,2.0,0,607.58,48.03,763.56,46.99
14,7,E7_V5->V6,4,5,3600.0,3536.71,2.0,74.34,50.0,4.0,0,898.1,50.0,635.51,50.0
14,8,E8_V6->V2,5,1,2400.0,2357.8,2.2,71.34,50.0,2.0,0,765.63,49.74,687.77,48.76
14,9,E9_V6->V7,5,6,2800.0,2750.77,3.0,75.34,50.0,3.0,0,782.88,50.0,529.96,50.0
14,10,E10_V7->V3,6,2,3100.0,3045.5,2.1,79.34,50.0,3.0,0,522.35,49.98,465.63,49.35
15,0,E0_V1->V2,0,1,4000.0,3924.66,3.5,84.29,70.0,4.0,0,704.04,68.78,561.78,70.0
15,1,E1_V1->V4,0,3,3200.0,3139.73,2.8,79.29,60.0,3.0,0,630.67,60.0,472.06,56.39
15,2,E2_V1->V5,0,4,3000.0,2943.49,4.5,74.29,60.0,3.0,0,709.53,59.92,633.73,57.59
15,3,E3_V2->V3,1,2,3500.0,3434.07,4.0,77.29,60.0,4.0,0,751.79,59.71,551.67,59.82
15,4,E4_V2->V5,1,4,2800.0,2747.26,1.8,81.29,50.0,3.0,0,819.77,46.64,303.07,50.0
15,5,E5_V3->V8,2,7,4200.0,4120.89,2.5,89.29,80.0,4.0,0,521.48,77.27,653.2,80.0
15,6,E6_V4->V5,3,4,2500.0,2452.91,1.5,69.29,50.0,2.0,0,763.56,46.99,554.17,50.0
15,7,E7_V5->V6,4,5,3600.0,3532.19,2.0,74.29,50.0,4.0,0,635.51,50.0,694.32,49.42
15,8,E8_V6->V2,5,1,2400.0,2354.79,2.2,71.29,50.0,2.0,0,687.77,48.76,638.94,50.0
15,9,E9_V6->V7,5,6,2800.0,2747.26,3.0,75.29,50.0,3.0,0,529.96,50.0,661.04,46.39
15,10,E10_V7->V3,6,2,3100.0,3041.61,2.1,79.29,50.0,3.0,0,465.63,49.35,643.04,48.64
16,0,E0_V1->V2,0,1,4000.0,3919.64,3.5,84.25,70.0,4.0,0,561.78,70.0,474.73,70.0
16,1,E1_V1->V4,0,3,3200.0,3135.71,2.8,79.25,60.0,3.0,0,472.06,56.39,442.86,57.02
16,2,E2_V1->V5,0,4,3000.0,2939.73,4.5,74.25,60.0,3.0,0,633.73,57.59,522.53,57.42
16,3,E3_V2->V3,1,2,3500.0,3429.69,4.0,77.25,60.0,4.0,0,551.67,59.82,544.92,59.89
16,4,E4_V2->V5,1,4,2800.0,1371.88,1.8,81.25,50.0,3.0,1,303.07,50.0,666.5,50.0
16,5,E5_V3->V8,2,7,4200.0,4115.63,2.5,89.25,80.0,4.0,0,653.2,80.0,590.13,80.0
16,6,E6_V4->V5,3,4,2500.0,2449.78,1.5,69.25,50.0,2.0,0,554.17,50.0,681.33,50.0
16,7,E7_V5->V6,4,5,3600.0,3527.68,2.0,74.25,50.0,4.0,0,694.32,49.42,769.27,47.86
16,8,E8_V6->V2,5,1,2400.0,2351.79,2.2,71.25,50.0,2.0,0,638.94,50.0,653.2,48.45
16,9,E9_V6->V7,5,6,2800.0,2743.75,3.0,75.25,50.0,3.0,0,661.04,46.39,673.82,50.0
16,10,E10_V7->V3,6,2,3100.0,3037.72,2.1,79.25,50.0,3.0,0,643.04,48.64,537.3,46.81
17,0,E0_V1->V2,0,1,4000.0,3909.76,3.5,84.15,70.0,4.0,0,474.73,70.0,583.0,69.13
17,1,E1_V1->V4,0,3,3200.0,3127.81,2.8,79.15,60.0,3.0,0,442.86,57.02,599.46,57.34
17,2,E2_V1->V5,0,4,3000.0,2932.32,4.5,74.15,60.0,3.0,0,522.53,57.42,621.05,59.93
17,3,E3_V2->V3,1,2,3500.0,3421.04,4.0,77.15,60.0,4.0,0,544.92,59.89,731.53,60.0
17,4,E4_V2->V5,1,4,2800.0,2736.83,1.8,81.15,50.0,3.0,0,666.5,50.0,719.24,47.65
17,5,E5_V3->V8,2,7,4200.0,4105.25,2.5,89.15,80.0,4.0,0,590.13,80.0,576.49,80.0
17,6,E6_V4->V5,3,4,2500.0,2443.6,1.5,69.15,50.0,2.0,0,681.33,50.0,835.94,49.9
17,7,E7_V5->V6,4,5,3600.0,3518.78,2.0,74.15,50.0,4.0,0,769.27,47.86,694.35,50.0
17,8,E8_V6->V2,5,1,2400.0,2345.86,2.2,71.15,50.0,2.0,0,653.2,48.45,585.56,48.52
17,9,E9_V6->V7,5,6,2800.0,2736.83,3.0,75.15,50.0,3.0,0,673.82,50.0,552.38,50.0
17,10,E10_V7->V3,6,2,3100.0,3030.06,2.1,79.15,50.0,3.0,0,537.3,46.81,542.71,50.0
18,0,E0_V1->V2,0,1,4000.0,3909.62,3.5,84.15,70.0,4.0,0,583.0,69.13,651.99,70.0
18,1,E1_V1->V4,0,3,3200.0,3127.7,2.8,79.15,60.0,3.0,0,599.46,57.34,422.94,59.97
18,2,E2_V1->V5,0,4,3000.0,2932.22,4.5,74.15,60.0,3.0,0,621.05,59.93,504.26,57.98
18,3,E3_V2->V3,1,2,3500.0,3420.92,4.0,77.15,60.0,4.0,0,731.53,60.0,783.29,60.0
18,4,E4_V2->V5,1,4,2800.0,2736.74,1.8,81.15,50.0,3.0,0,719.24,47.65,641.52,48.61
18,5,E5_V3->V8,2,7,4200.0,4105.1,2.5,89.15,80.0,4.0,0,576.49,80.0,732.6,80.0
18,6,E6_V4->V5,3,4,2500.0,2443.51,1.5,69.15,50.0,2.0,0,835.94,49.9,511.11,49.51
18,7,E7_V5->V6,4,5,3600.0,3518.66,2.0,74.15,50.0,4.0,0,694.35,50.0,523.9,46.15
18,8,E8_V6->V2,5,1,2400.0,2345.77,2.2,71.15,50.0,2.0,0,585.56,48.52,538.56,48.22
18,9,E9_V6->V7,5,6,2800.0,2736.74,3.0,75.15,50.0,3.0,0,552.38,50.0,532.92,50.0
18,10,E10_V7->V3,6,2,3100.0,3029.96,2.1,79.15,50.0,3.0,0,542.71,50.0,763.19,50.0
19,0,E0_V1->V2,0,1,4000.0,3904.61,3.5,84.11,70.0,4.0,0,651.99,70.0,323.28,66.07
19,1,E1_V1->V4,0,3,3200.0,3123.69,2.8,79.11,60.0,3.0,0,422.94,59.97,519.19,60.0
19,2,E2_V1->V5,0,4,3000.0,2928.46,4.5,74.11,60.0,3.0,0,504.26,57.98,663.8,58.25
19,3,E3_V2->V3,1,2,3500.0,3416.54,4.0,77.11,60.0,4.0,0,783.29,60.0,678.03,58.35
19,4,E4_V2->V5,1,4,2800.0,2733.23,1.8,81.11,50.0,3.0,0,641.52,48.61,634.88,50.0
19,5,E5_V3->V8,2,7,4200.0,4099.84,2.5,89.11,80.0,4.0,0,732.6,80.0,439.12,79.92
19,6,E6_V4->V5,3,4,2500.0,2440.38,1.5,69.11,50.0,2.0,0,511.11,49.51,578.22,44.98
19,7,E7_V5->V6,4,5,3600.0,3514.15,2.0,74.11,50.0,4.0,0,523.9,46.15,804.71,50.0
19,8,E8_V6->V2,5,1,2400.0,2342.77,2.2,71.11,50.0,2.0,0,538.56,48.22,879.46,50.0
19,9,E9_V6->V7,5,6,2800.0,2733.23,3.0,75.11,50.0,3.0,0,532.92,50.0,704.6,50.0
19,10,E10_V7->V3,6,2,3100.0,3026.08,2.1,79.11,50.0,3.0,0,763.19,50.0,532.88,50.0
20,0,E0_V1->V2,0,1,4000.0,1949.8,3.5,84.06,70.0,4.0,1,323.28,66.07,557.39,70.0
20,1,E1_V1->V4,0,3,3200.0,3119.69,2.8,79.06,60.0,3.0,0,519.19,60.0,544.79,56.97
20,2,E2_V1->V5,0,4,3000.0,2924.71,4.5,74.06,60.0,3.0,0,663.8,58.25,593.23,58.71
20,3,E3_V2->V3,1,2,3500.0,3412.16,4.0,77.06,60.0,4.0,0,678.03,58.35,595.63,55.84
20,4,E4_V2->V5,1,4,2800.0,2729.73,1.8,81.06,50.0,3.0,0,634.88,50.0,717.93,47.69
20,5,E5_V3->V8,2,7,4200.0,4094.59,2.5,89.06,80.0,4.0,0,439.12,79.92,497.01,80.0
