timestamp_idx,node_idx,node_name,flow,speed,occupancy,queue_length,junction_type,coord_x,coord_y,precip_intensity,visibility,temperature
3,6,V7_Lower_Parel,457.01,42.8,0.0825,17.76,1,0.42,0.3,0.57,5000.0,23.82
3,7,V8_South_Terminal,258.19,57.23,0.0689,18.28,0,0.5,0.15,0.57,5000.0,23.82
4,0,V1_Borivali_Toll,447.63,58.52,0.0881,3.14,0,0.2,0.9,0.75,4787.03,25.82
4,1,V2_JVLR_Interchange,671.3,41.75,0.1234,38.98,2,0.35,0.7,0.75,4787.03,25.82
4,2,V3_Dadar_TT_Circle,695.5,40.56,0.1453,36.14,2,0.45,0.35,0.75,4787.03,25.82
4,3,V4_Jogeshwari_WEH,381.55,43.07,0.0698,11.61,1,0.28,0.75,0.75,4787.03,25.82
4,4,V5_BKC_Connector,724.64,42.28,0.1345,25.42,2,0.4,0.55,0.75,4787.03,25.82
4,5,V6_Sion_Circle,553.82,40.47,0.1096,41.08,2,0.52,0.5,0.75,4787.03,25.82
4,6,V7_Lower_Parel,439.78,43.16,0.0847,56.3,1,0.42,0.3,0.75,4787.03,25.82
4,7,V8_South_Terminal,496.77,49.59,0.0721,78.5,0,0.5,0.15,0.75,4787.03,25.82
5,0,V1_Borivali_Toll,640.27,54.19,0.1611,70.89,0,0.2,0.9,0.94,4969.86,24.86
5,1,V2_JVLR_Interchange,582.24,39.37,0.1015,25.81,2,0.35,0.7,0.94,4969.86,24.86
5,2,V3_Dadar_TT_Circle,718.4,40.59,0.1404,22.23,2,0.45,0.35,0.94,4969.86,24.86
5,3,V4_Jogeshwari_WEH,634.85,36.54,0.0942,89.9,1,0.28,0.75,0.94,4969.86,24.86
5,4,V5_BKC_Connector,703.59,38.59,0.1348,60.29,2,0.4,0.55,0.94,4969.86,24.86
5,5,V6_Sion_Circle,789.76,36.79,0.156,90.56,2,0.52,0.5,0.94,4969.86,24.86
5,6,V7_Lower_Parel,376.19,42.0,0.0703,3.9,1,0.42,0.3,0.94,4969.86,24.86
5,7,V8_South_Terminal,505.22,55.64,0.126,30.15,0,0.5,0.15,0.94,4969.86,24.86
6,0,V1_Borivali_Toll,444.88,53.71,0.0857,39.6,0,0.2,0.9,1.13,5000.0,24.56
6,1,V2_JVLR_Interchange,706.7,36.49,0.1382,67.03,2,0.35,0.7,1.13,5000.0,24.56
6,2,V3_Dadar_TT_Circle,687.13,41.7,0.1197,49.01,2,0.45,0.35,1.13,5000.0,24.56
6,3,V4_Jogeshwari_WEH,301.92,45.0,0.0822,0.0,1,0.28,0.75,1.13,5000.0,24.56
6,4,V5_BKC_Connector,584.18,37.61,0.1296,62.41,2,0.4,0.55,1.13,5000.0,24.56
6,5,V6_Sion_Circle,631.62,38.03,0.1565,49.09,2,0.52,0.5,1.13,5000.0,24.56
6,6,V7_Lower_Parel,478.42,41.77,0.0831,21.4,1,0.42,0.3,1.13,5000.0,24.56
6,7,V8_South_Terminal,439.07,56.61,0.0766,48.67,0,0.5,0.15,1.13,5000.0,24.56
7,0,V1_Borivali_Toll,344.6,55.44,0.0977,35.52,0,0.2,0.9,1.32,4889.51,23.69
7,1,V2_JVLR_Interchange,529.76,41.74,0.0667,2.79,2,0.35,0.7,1.32,4889.51,23.69
7,2,V3_Dadar_TT_Circle,748.58,37.88,0.1741,49.43,2,0.45,0.35,1.32,4889.51,23.69
7,3,V4_Jogeshwari_WEH,598.75,43.73,0.1172,8.7,1,0.28,0.75,1.32,4889.51,23.69
7,4,V5_BKC_Connector,611.96,39.28,0.0846,62.41,2,0.4,0.55,1.32,4889.51,23.69
7,5,V6_Sion_Circle,732.56,39.06,0.1402,47.95,2,0.52,0.5,1.32,4889.51,23.69
7,6,V7_Lower_Parel,354.36,39.54,0.0562,44.65,1,0.42,0.3,1.32,4889.51,23.69
7,7,V8_South_Terminal,591.55,55.34,0.1435,43.42,0,0.5,0.15,1.32,4889.51,23.69
8,0,V1_Borivali_Toll,611.85,54.8,0.1178,59.92,0,0.2,0.9,1.51,4824.57,24.72
8,1,V2_JVLR_Interchange,704.75,37.94,0.137,94.43,2,0.35,0.7,1.51,4824.57,24.72
8,2,V3_Dadar_TT_Circle,562.74,37.89,0.1197,62.12,2,0.45,0.35,1.51,4824.57,24.72
8,3,V4_Jogeshwari_WEH,422.8,39.1,0.05,32.86,1,0.28,0.75,1.51,4824.57,24.72
8,4,V5_BKC_Connector,833.49,38.75,0.1198,75.54,2,0.4,0.55,1.51,4824.57,24.72
8,5,V6_Sion_Circle,795.48,41.49,0.1433,29.4,2,0.52,0.5,1.51,4824.57,24.72
8,6,V7_Lower_Parel,489.76,43.96,0.0824,0.23,1,0.42,0.3,1.51,4824.57,24.72
8,7,V8_South_Terminal,545.57,56.77,0.103,33.82,0,0.5,0.15,1.51,4824.57,24.72
9,0,V1_Borivali_Toll,438.97,54.43,0.0968,29.47,0,0.2,0.9,1.7,4922.06,23.96
9,1,V2_JVLR_Interchange,687.33,41.64,0.1718,49.73,2,0.35,0.7,1.7,4922.06,23.96
9,2,V3_Dadar_TT_Circle,619.46,38.71,0.131,55.24,2,0.45,0.35,1.7,4922.06,23.96
9,3,V4_Jogeshwari_WEH,328.11,45.0,0.0661,21.28,1,0.28,0.75,1.7,4922.06,23.96
9,4,V5_BKC_Connector,638.65,40.01,0.125,42.82,2,0.4,0.55,1.7,4922.06,23.96
9,5,V6_Sion_Circle,596.07,44.76,0.121,0.0,2,0.52,0.5,1.7,4922.06,23.96
9,6,V7_Lower_Parel,486.17,38.25,0.076,64.16,1,0.42,0.3,1.7,4922.06,23.96
9,7,V8_South_Terminal,529.93,49.39,0.1356,63.43,0,0.5,0.15,1.7,4922.06,23.96
10,0,V1_Borivali_Toll,669.41,53.63,0.1655,41.28,0,0.2,0.9,1.88,4927.98,24.09
10,1,V2_JVLR_Interchange,699.22,40.47,0.1304,62.21,2,0.35,0.7,1.88,4927.98,24.09
10,2,V3_Dadar_TT_Circle,865.26,33.87,0.1818,88.37,2,0.45,0.35,1.88,4927.98,24.09
10,3,V4_Jogeshwari_WEH,216.72,43.97,0.0518,22.18,1,0.28,0.75,1.88,4927.98,24.09
10,4,V5_BKC_Connector,709.1,41.28,0.1236,39.81,2,0.4,0.55,1.88,4927.98,24.09
10,5,V6_Sion_Circle,741.82,42.01,0.1428,26.17,2,0.52,0.5,1.88,4927.98,24.09
10,6,V7_Lower_Parel,470.48,38.8,0.1054,36.12,1,0.42,0.3,1.88,4927.98,24.09
10,7,V8_South_Terminal,515.1,54.67,0.0675,15.96,0,0.5,0.15,1.88,4927.98,24.09
11,0,V1_Borivali_Toll,352.53,55.01,0.0909,67.75,0,0.2,0.9,2.07,4836.59,23.32
11,1,V2_JVLR_Interchange,509.71,39.38,0.063,44.81,2,0.35,0.7,2.07,4836.59,23.32
11,2,V3_Dadar_TT_Circle,608.21,37.79,0.1498,84.41,2,0.45,0.35,2.07,4836.59,23.32
11,3,V4_Jogeshwari_WEH,500.34,40.7,0.1137,26.28,1,0.28,0.75,2.07,4836.59,23.32
11,4,V5_BKC_Connector,695.84,38.36,0.1801,41.72,2,0.4,0.55,2.07,4836.59,23.32
11,5,V6_Sion_Circle,644.78,37.34,0.1385,82.46,2,0.52,0.5,2.07,4836.59,23.32
11,6,V7_Lower_Parel,406.23,39.09,0.0701,45.18,1,0.42,0.3,2.07,4836.59,23.32
11,7,V8_South_Terminal,482.41,57.97,0.1056,28.03,0,0.5,0.15,2.07,4836.59,23.32
12,0,V1_Borivali_Toll,465.4,53.11,0.0938,25.53,0,0.2,0.9,2.26,5000.0,23.52
12,1,V2_JVLR_Interchange,778.61,37.04,0.1524,78.97,2,0.35,0.7,2.26,5000.0,23.52
12,2,V3_Dadar_TT_Circle,788.27,35.52,0.1447,95.86,2,0.45,0.35,2.26,5000.0,23.52
12,3,V4_Jogeshwari_WEH,651.12,39.75,0.113,80.42,1,0.28,0.75,2.26,5000.0,23.52
12,4,V5_BKC_Connector,752.26,41.88,0.1201,38.92,2,0.4,0.55,2.26,5000.0,23.52
12,5,V6_Sion_Circle,563.67,37.83,0.1197,76.94,2,0.52,0.5,2.26,5000.0,23.52
12,6,V7_Lower_Parel,427.8,44.24,0.0747,6.13,1,0.42,0.3,2.26,5000.0,23.52
12,7,V8_South_Terminal,472.4,54.27,0.1161,25.98,0,0.5,0.15,2.26,5000.0,23.52
13,0,V1_Borivali_Toll,423.98,58.27,0.0886,24.62,0,0.2,0.9,2.45,4866.41,24.33
13,1,V2_JVLR_Interchange,741.47,39.36,0.154,38.55,2,0.35,0.7,2.45,4866.41,24.33
13,2,V3_Dadar_TT_Circle,659.11,41.29,0.1287,31.41,2,0.45,0.35,2.45,4866.41,24.33
13,3,V4_Jogeshwari_WEH,499.38,38.1,0.1168,33.84,1,0.28,0.75,2.45,4866.41,24.33
13,4,V5_BKC_Connector,669.51,41.18,0.1302,30.63,2,0.4,0.55,2.45,4866.41,24.33
13,5,V6_Sion_Circle,781.96,37.5,0.1839,67.17,2,0.52,0.5,2.45,4866.41,24.33
13,6,V7_Lower_Parel,451.47,42.61,0.0805,26.33,1,0.42,0.3,2.45,4866.41,24.33
13,7,V8_South_Terminal,533.13,51.67,0.1146,33.77,0,0.5,0.15,2.45,4866.41,24.33
14,0,V1_Borivali_Toll,525.2,52.4,0.0682,60.25,0,0.2,0.9,2.64,4792.33,24.6
14,1,V2_JVLR_Interchange,631.98,42.43,0.112,26.59,2,0.35,0.7,2.64,4792.33,24.6
14,2,V3_Dadar_TT_Circle,556.1,39.7,0.0881,38.32,2,0.45,0.35,2.64,4792.33,24.6
14,3,V4_Jogeshwari_WEH,470.72,39.76,0.1431,63.09,1,0.28,0.75,2.64,4792.33,24.6
14,4,V5_BKC_Connector,780.47,38.62,0.1522,54.22,2,0.4,0.55,2.64,4792.33,24.6
14,5,V6_Sion_Circle,934.44,37.57,0.1676,58.73,2,0.52,0.5,2.64,4792.33,24.6
14,6,V7_Lower_Parel,509.54,43.55,0.1197,5.53,1,0.42,0.3,2.64,4792.33,24.6
14,7,V8_South_Terminal,397.91,57.79,0.1185,16.52,0,0.5,0.15,2.64,4792.33,24.6
15,0,V1_Borivali_Toll,625.52,54.8,0.0961,33.02,0,0.2,0.9,2.83,4891.75,24.42
15,1,V2_JVLR_Interchange,776.63,36.21,0.1834,81.74,2,0.35,0.7,2.83,4891.75,24.42
15,2,V3_Dadar_TT_Circle,725.63,38.28,0.1306,50.1,2,0.45,0.35,2.83,4891.75,24.42
15,3,V4_Jogeshwari_WEH,629.68,41.01,0.1019,50.28,1,0.28,0.75,2.83,4891.75,24.42
15,4,V5_BKC_Connector,766.05,41.05,0.1531,41.88,2,0.4,0.55,2.83,4891.75,24.42
15,5,V6_Sion_Circle,578.86,42.84,0.1248,38.27,2,0.52,0.5,2.83,4891.75,24.42
15,6,V7_Lower_Parel,287.72,44.09,0.0559,24.75,1,0.42,0.3,2.83,4891.75,24.42
15,7,V8_South_Terminal,356.21,59.23,0.0555,26.62,0,0.5,0.15,2.83,4891.75,24.42
16,0,V1_Borivali_Toll,659.63,53.04,0.1452,39.55,0,0.2,0.9,3.01,4985.32,24.39
16,1,V2_JVLR_Interchange,537.88,40.24,0.0739,36.31,2,0.35,0.7,3.01,4985.32,24.39
16,2,V3_Dadar_TT_Circle,695.78,39.1,0.1408,65.96,2,0.45,0.35,3.01,4985.32,24.39
16,3,V4_Jogeshwari_WEH,356.43,39.77,0.05,45.48,1,0.28,0.75,3.01,4985.32,24.39
16,4,V5_BKC_Connector,745.68,41.96,0.1475,52.11,2,0.4,0.55,3.01,4985.32,24.39
16,5,V6_Sion_Circle,710.39,39.44,0.1247,18.18,2,0.52,0.5,3.01,4985.32,24.39
16,6,V7_Lower_Parel,598.32,39.89,0.1431,35.74,1,0.42,0.3,3.01,4985.32,24.39
16,7,V8_South_Terminal,718.89,51.72,0.1247,56.49,0,0.5,0.15,3.01,4985.32,24.39
17,0,V1_Borivali_Toll,398.73,56.16,0.0606,17.72,0,0.2,0.9,3.38,4883.3,24.01
17,1,V2_JVLR_Interchange,658.51,40.76,0.1625,46.41,2,0.35,0.7,3.38,4883.3,24.01
17,2,V3_Dadar_TT_Circle,589.85,39.41,0.1401,72.78,2,0.45,0.35,3.38,4883.3,24.01
17,3,V4_Jogeshwari_WEH,600.71,41.9,0.1544,35.72,1,0.28,0.75,3.38,4883.3,24.01
17,4,V5_BKC_Connector,747.18,37.26,0.149,77.97,2,0.4,0.55,3.38,4883.3,24.01
17,5,V6_Sion_Circle,750.87,37.6,0.1138,62.17,2,0.52,0.5,3.38,4883.3,24.01
17,6,V7_Lower_Parel,582.19,39.58,0.1219,44.3,1,0.42,0.3,3.38,4883.3,24.01
17,7,V8_South_Terminal,580.07,53.14,0.1097,70.7,0,0.5,0.15,3.38,4883.3,24.01
18,0,V1_Borivali_Toll,494.93,53.42,0.0767,68.54,0,0.2,0.9,3.39,4929.94,23.83
18,1,V2_JVLR_Interchange,580.81,40.3,0.1338,43.04,2,0.35,0.7,3.39,4929.94,23.83
18,2,V3_Dadar_TT_Circle,598.59,40.48,0.1248,58.38,2,0.45,0.35,3.39,4929.94,23.83
18,3,V4_Jogeshwari_WEH,663.13,38.53,0.1321,43.54,1,0.28,0.75,3.39,4929.94,23.83
18,4,V5_BKC_Connector,738.64,39.3,0.1392,46.51,2,0.4,0.55,3.39,4929.94,23.83
18,5,V6_Sion_Circle,637.16,40.1,0.1038,44.06,2,0.52,0.5,3.39,4929.94,23.83
18,6,V7_Lower_Parel,477.67,37.64,0.0713,60.64,1,0.42,0.3,3.39,4929.94,23.83
18,7,V8_South_Terminal,632.83,51.21,0.1212,48.08,0,0.5,0.15,3.39,4929.94,23.83
19,0,V1_Borivali_Toll,514.08,56.35,0.1006,19.96,0,0.2,0.9,3.58,4787.65,24.17
19,1,V2_JVLR_Interchange,744.25,33.91,0.1561,126.53,2,0.35,0.7,3.58,4787.65,24.17
19,2,V3_Dadar_TT_Circle,748.22,35.64,0.1736,80.31,2,0.45,0.35,3.58,4787.65,24.17
19,3,V4_Jogeshwari_WEH,495.94,43.12,0.0836,24.17,1,0.28,0.75,3.58,4787.65,24.17
19,4,V5_BKC_Connector,541.59,39.85,0.0815,58.36,2,0.4,0.55,3.58,4787.65,24.17
19,5,V6_Sion_Circle,526.98,40.15,0.0906,37.77,2,0.52,0.5,3.58,4787.65,24.17
19,6,V7_Lower_Parel,586.1,37.77,0.1026,72.48,1,0.42,0.3,3.58,4787.65,24.17
19,7,V8_South_Terminal,540.25,50.03,0.101,83.15,0,0.5,0.15,3.58,4787.65,24.17
20,0,V1_Borivali_Toll,566.92,56.21,0.1179,5.34,0,0.2,0.9,3.76,5000.0,24.43
20,1,V2_JVLR_Interchange,723.5,35.97,0.1296,84.73,2,0.35,0.7,3.76,5000.0,24.43
20,2,V3_Dadar_TT_Circle,580.9,41.8,0.1083,40.25,2,0.45,0.35,3.76,5000.0,24.43
20,3,V4_Jogeshwari_WEH,475.07,40.88,0.0743,24.65,1,0.28,0.75,3.76,5000.0,24.43
20,4,V5_BKC_Connector,656.63,37.46,0.1551,52.05,2,0.4,0.55,3.76,5000.0,24.43
20,5,V6_Sion_Circle,905.71,38.29,0.1769,57.15,2,0.52,0.5,3.76,5000.0,24.43
20,6,V7_Lower_Parel,541.7,39.77,0.111,64.81,1,0.42,0.3,3.76,5000.0,24.43
20,7,V8_South_Terminal,542.94,56.03,0.116,17.82,0,0.5,0.15,3.76,5000.0,24.43
21,0,V1_Borivali_Toll,469.63,53.1,0.0793,30.31,0,0.2,0.9,3.95,4917.84,24.01
21,1,V2_JVLR_Interchange,571.12,41.6,0.0898,24.09,2,0.35,0.7,3.95,4917.84,24.01
21,2,V3_Dadar_TT_Circle,526.21,41.0,0.1213,58.96,2,0.45,0.35,3.95,4917.84,24.01
21,3,V4_Jogeshwari_WEH,437.08,40.71,0.0854,37.82,1,0.28,0.75,3.95,4917.84,24.01
21,4,V5_BKC_Connector,704.99,41.27,0.1567,36.55,2,0.4,0.55,3.95,4917.84,24.01
21,5,V6_Sion_Circle,618.55,37.29,0.0853,82.6,2,0.52,0.5,3.95,4917.84,24.01
21,6,V7_Lower_Parel,475.93,40.59,0.1413,68.96,1,0.42,0.3,3.95,4917.84,24.01
21,7,V8_South_Terminal,480.32,54.47,0.071,52.47,0,0.5,0.15,3.95,4917.84,24.01
22,0,V1_Borivali_Toll,579.91,51.85,0.0807,74.62,0,0.2,0.9,4.14,4959.87,24.61
22,1,V2_JVLR_Interchange,804.41,36.64,0.1955,89.28,2,0.35,0.7,4.14,4959.87,24.61
22,2,V3_Dadar_TT_Circle,715.41,37.85,0.1593,46.86,2,0.45,0.35,4.14,4959.87,24.61
22,3,V4_Jogeshwari_WEH,442.03,39.28,0.0597,69.97,1,0.28,0.75,4.14,4959.87,24.61
22,4,V5_BKC_Connector,706.13,40.56,0.1316,60.44,2,0.4,0.55,4.14,4959.87,24.61
22,5,V6_Sion_Circle,679.73,38.19,0.1193,37.03,2,0.52,0.5,4.14,4959.87,24.61
22,6,V7_Lower_Parel,592.45,41.83,0.1736,29.39,1,0.42,0.3,4.14,4959.87,24.61
22,7,V8_South_Terminal,409.33,51.23,0.0987,75.65,0,0.5,0.15,4.14,4959.87,24.61
23,0,V1_Borivali_Toll,380.39,55.63,0.0734,37.88,0,0.2,0.9,4.33,4885.06,23.89
23,1,V2_JVLR_Interchange,668.02,37.94,0.1153,85.43,2,0.35,0.7,4.33,4885.06,23.89
23,2,V3_Dadar_TT_Circle,860.24,38.4,0.168,46.78,2,0.45,0.35,4.33,4885.06,23.89
23,3,V4_Jogeshwari_WEH,300.08,38.45,0.069,38.12,1,0.28,0.75,4.33,4885.06,23.89
23,4,V5_BKC_Connector,737.86,36.49,0.1467,76.01,2,0.4,0.55,4.33,4885.06,23.89
23,5,V6_Sion_Circle,565.96,37.09,0.0756,60.61,2,0.52,0.5,4.33,4885.06,23.89
23,6,V7_Lower_Parel,698.41,41.56,0.1395,31.55,1,0.42,0.3,4.33,4885.06,23.89
23,7,V8_South_Terminal,417.35,54.71,0.0698,33.12,0,0.5,0.15,4.33,4885.06,23.89
24,0,V1_Borivali_Toll,357.93,55.85,0.0756,57.88,0,0.2,0.9,10.34,4720.71,23.51
24,1,V2_JVLR_Interchange,767.89,41.05,0.1594,44.76,2,0.35,0.7,10.34,4720.71,23.51
24,2,V3_Dadar_TT_Circle,634.95,40.75,0.1024,40.08,2,0.45,0.35,10.34,4720.71,23.51
24,3,V4_Jogeshwari_WEH,499.72,38.34,0.1207,54.66,1,0.28,0.75,10.34,4720.71,23.51
24,4,V5_BKC_Connector,665.33,37.19,0.1135,98.12,2,0.4,0.55,10.34,4720.71,23.51
24,5,V6_Sion_Circle,662.85,37.31,0.118,78.31,2,0.52,0.5,10.34,4720.71,23.51
24,6,V7_Lower_Parel,373.86,41.19,0.0965,74.57,1,0.42,0.3,10.34,4720.71,23.51
24,7,V8_South_Terminal,519.42,50.67,0.096,85.04,0,0.5,0.15,10.34,4720.71,23.51
25,0,V1_Borivali_Toll,290.37,57.9,0.0552,9.41,0,0.2,0.9,4.7,4748.13,24.0
25,1,V2_JVLR_Interchange,497.28,39.95,0.1213,55.61,2,0.35,0.7,4.7,4748.13,24.0
25,2,V3_Dadar_TT_Circle,632.42,38.92,0.1499,71.57,2,0.45,0.35,4.7,4748.13,24.0
25,3,V4_Jogeshwari_WEH,471.86,42.26,0.1079,18.08,1,0.28,0.75,4.7,4748.13,24.0
25,4,V5_BKC_Connector,637.41,42.11,0.1378,59.36,2,0.4,0.55,4.7,4748.13,24.0
25,5,V6_Sion_Circle,731.94,37.21,0.1423,88.14,2,0.52,0.5,4.7,4748.13,24.0
25,6,V7_Lower_Parel,475.14,40.49,0.1334,43.59,1,0.42,0.3,4.7,4748.13,24.0
25,7,V8_South_Terminal,508.22,54.05,0.1174,50.66,0,0.5,0.15,4.7,4748.13,24.0
26,0,V1_Borivali_Toll,589.06,51.25,0.1112,49.73,0,0.2,0.9,4.89,4779.74,24.06
26,1,V2_JVLR_Interchange,667.86,35.94,0.1368,87.06,2,0.35,0.7,4.89,4779.74,24.06
26,2,V3_Dadar_TT_Circle,687.56,40.45,0.1387,28.6,2,0.45,0.35,4.89,4779.74,24.06
26,3,V4_Jogeshwari_WEH,420.44,40.53,0.0755,44.02,1,0.28,0.75,4.89,4779.74,24.06
26,4,V5_BKC_Connector,834.19,38.09,0.1705,38.67,2,0.4,0.55,4.89,4779.74,24.06
26,5,V6_Sion_Circle,746.64,44.18,0.1727,8.01,2,0.52,0.5,4.89,4779.74,24.06
26,6,V7_Lower_Parel,704.13,38.82,0.1436,58.26,1,0.42,0.3,4.89,4779.74,24.06
26,7,V8_South_Terminal,446.7,49.51,0.103,72.78,0,0.5,0.15,4.89,4779.74,24.06
27,0,V1_Borivali_Toll,331.56,51.27,0.05,78.75,0,0.2,0.9,5.08,4956.98,23.97
27,1,V2_JVLR_Interchange,670.36,35.42,0.1597,122.17,2,0.35,0.7,5.08,4956.98,23.97
27,2,V3_Dadar_TT_Circle,702.17,39.58,0.1391,46.36,2,0.45,0.35,5.08,4956.98,23.97
27,3,V4_Jogeshwari_WEH,293.0,39.33,0.0562,66.64,1,0.28,0.75,5.08,4956.98,23.97
27,4,V5_BKC_Connector,648.85,38.9,0.1277,63.44,2,0.4,0.55,5.08,4956.98,23.97
27,5,V6_Sion_Circle,613.36,40.15,0.0977,55.28,2,0.52,0.5,5.08,4956.98,23.97
27,6,V7_Lower_Parel,324.2,38.9,0.05,64.78,1,0.42,0.3,5.08,4956.98,23.97
27,7,V8_South_Terminal,499.62,51.76,0.0693,80.62,0,0.5,0.15,5.08,4956.98,23.97
28,0,V1_Borivali_Toll,335.69,56.36,0.0631,50.14,0,0.2,0.9,5.26,4971.77,24.66
28,1,V2_JVLR_Interchange,755.36,34.82,0.1742,126.86,2,0.35,0.7,5.26,4971.77,24.66
28,2,V3_Dadar_TT_Circle,775.42,40.33,0.1468,42.24,2,0.45,0.35,5.26,4971.77,24.66
28,3,V4_Jogeshwari_WEH,497.29,41.9,0.1152,28.87,1,0.28,0.75,5.26,4971.77,24.66
28,4,V5_BKC_Connector,618.15,36.27,0.1339,79.69,2,0.4,0.55,5.26,4971.77,24.66
28,5,V6_Sion_Circle,641.96,42.54,0.1376,34.6,2,0.52,0.5,5.26,4971.77,24.66
28,6,V7_Lower_Parel,559.06,42.49,0.0771,21.76,1,0.42,0.3,5.26,4971.77,24.66
28,7,V8_South_Terminal,452.83,51.86,0.0833,38.89,0,0.5,0.15,5.26,4971.77,24.66
29,0,V1_Borivali_Toll,345.98,56.67,0.0599,24.27,0,0.2,0.9,5.45,4694.55,24.43
29,1,V2_JVLR_Interchange,938.1,36.57,0.1852,96.83,2,0.35,0.7,5.45,4694.55,24.43
29,2,V3_Dadar_TT_Circle,578.87,40.58,0.1319,67.39,2,0.45,0.35,5.45,4694.55,24.43
29,3,V4_Jogeshwari_WEH,542.0,37.5,0.115,54.68,1,0.28,0.75,5.45,4694.55,24.43
29,4,V5_BKC_Connector,795.08,40.15,0.1603,54.05,2,0.4,0.55,5.45,4694.55,24.43
29,5,V6_Sion_Circle,671.32,38.78,0.1509,58.76,2,0.52,0.5,5.45,4694.55,24.43
29,6,V7_Lower_Parel,695.24,39.02,0.1611,36.49,1,0.42,0.3,5.45,4694.55,24.43
29,7,V8_South_Terminal,418.33,55.89,0.0885,36.0,0,0.5,0.15,5.45,4694.55,24.43
30,0,V1_Borivali_Toll,409.43,55.16,0.0601,40.33,0,0.2,0.9,5.64,4827.69,23.32
30,1,V2_JVLR_Interchange,804.31,38.12,0.1815,69.21,2,0.35,0.7,5.64,4827.69,23.32
30,2,V3_Dadar_TT_Circle,621.59,39.47,0.1344,29.07,2,0.45,0.35,5.64,4827.69,23.32
30,3,V4_Jogeshwari_WEH,528.3,37.87,0.0799,79.91,1,0.28,0.75,5.64,4827.69,23.32
30,4,V5_BKC_Connector,805.95,38.31,0.1311,57.84,2,0.4,0.55,5.64,4827.69,23.32
30,5,V6_Sion_Circle,630.27,39.46,0.1223,65.17,2,0.52,0.5,5.64,4827.69,23.32
30,6,V7_Lower_Parel,576.07,40.12,0.131,47.81,1,0.42,0.3,5.64,4827.69,23.32
